Date,Open,High,Low,Close,Volume,Adj Close
2014-12-31,11.7158,11.785,11.6861,11.785,9859800,11.12621
2014-12-30,11.9036,11.9036,11.7257,11.7405,18220100,11.0842
2014-12-29,11.8641,11.9629,11.7009,11.9333,26974200,11.26622
2014-12-26,12.1014,12.1014,12.1014,12.1014,000,11.42492
2014-12-25,12.1014,12.1014,12.1014,12.1014,000,11.42492
2014-12-24,12.131,12.131,12.0223,12.1014,9712100,11.42492
2014-12-23,11.9679,12.1063,11.9036,12.0816,20320700,11.40623
2014-12-22,11.9728,12.0618,11.8938,11.9728,60880900,11.30351
2014-12-19,12.1755,12.2447,11.8344,11.9284,58000000,11.26159
2014-12-18,11.9877,12.131,11.9382,12.1211,43724500,11.44352
2014-12-17,11.7899,11.874,11.6565,11.8295,43518600,11.16822
2014-12-16,11.9629,11.9926,11.4686,11.8591,94165200,11.19617
2014-12-15,12.2793,12.4523,11.9333,11.9382,42526300,11.27085
2014-12-12,12.6699,12.7391,12.2744,12.3189,26350400,11.63027
2014-12-11,12.7638,12.8923,12.6699,12.7737,30574500,12.05964
2014-12-10,12.8626,12.9714,12.6946,12.7687,23053700,12.05492
2014-12-09,12.9665,13.0604,12.7737,12.7737,30975600,12.05964
2014-12-08,13.1543,13.2779,13.095,13.095,23124100,12.36298
2014-12-05,12.9319,13.2334,12.8923,13.2186,27458400,12.47967
2014-12-04,12.9615,13.1197,12.749,12.7539,33783900,12.04095
2014-12-03,12.8231,12.9665,12.7885,12.9615,39800500,12.23694
2014-12-02,12.655,12.7638,12.5957,12.7638,18211000,12.05029
2014-12-01,12.6847,12.7737,12.5759,12.6353,23518300,11.92898
2014-11-28,12.6056,12.744,12.5364,12.7341,28669500,12.02226
2014-11-27,12.482,12.5957,12.4227,12.5957,20330000,11.89159
2014-11-26,12.566,12.6006,12.4474,12.4523,32245200,11.75621
2014-11-25,12.4771,12.655,12.4227,12.5611,46112300,11.85893
2014-11-24,12.3584,12.5166,12.309,12.4573,50819800,11.76093
2014-11-21,12.0025,12.3337,11.9728,12.3288,56130500,11.63961
2014-11-20,12.0223,12.0371,11.869,11.9778,24987600,11.30823
2014-11-19,12.047,12.1508,11.9827,12.0322,210682600,11.35959
2014-11-18,12.2793,12.4326,12.2744,12.393,117193400,11.70022
2014-11-17,12.0964,12.3288,12.0668,12.2793,24283400,11.59288
2014-11-14,12.1014,12.2002,12.0173,12.1409,24333000,11.46221
2014-11-13,12.1112,12.2101,11.9976,12.0618,20711200,11.38754
