Date,Open,High,Low,Close,Volume,Adj Close
2003-01-02,1303.170044,1303.170044,1303.170044,1303.170044,000,1303.170044
2003-01-03,1302.550049,1302.550049,1302.550049,1302.550049,000,1302.550049
2003-01-06,1331.819946,1331.819946,1331.819946,1331.819946,000,1331.819946
2003-01-07,1323.170044,1323.170044,1323.170044,1323.170044,000,1323.170044
2003-01-08,1304.949951,1304.949951,1304.949951,1304.949951,000,1304.949951
2003-01-09,1330.310059,1330.310059,1330.310059,1330.310059,000,1330.310059
2003-01-10,1330.290039,1330.290039,1330.290039,1330.290039,000,1330.290039
2003-01-13,1328.50,1328.50,1328.50,1328.50,000,1328.50
2003-01-14,1336.25,1336.25,1336.25,1336.25,000,1336.25
2003-01-15,1317.180054,1317.180054,1317.180054,1317.180054,000,1317.180054
2003-01-16,1312.01001,1312.01001,1312.01001,1312.01001,000,1312.01001
2003-01-17,1293.630005,1293.630005,1293.630005,1293.630005,000,1293.630005
2003-01-21,1273.310059,1273.310059,1273.310059,1273.310059,000,1273.310059
2003-01-22,1260.160034,1260.160034,1260.160034,1260.160034,000,1260.160034
2003-01-23,1273.040039,1273.040039,1273.040039,1273.040039,000,1273.040039
2003-01-24,1235.839966,1235.839966,1235.839966,1235.839966,000,1235.839966
2003-01-27,1215.859985,1215.859985,1215.859985,1215.859985,000,1215.859985
2003-01-28,1231.73999,1231.73999,1231.73999,1231.73999,000,1231.73999
2003-01-29,1240.310059,1240.310059,1240.310059,1240.310059,000,1240.310059
2003-01-30,1212.22998,1212.22998,1212.22998,1212.22998,000,1212.22998
2003-01-31,1228.140015,1228.140015,1228.140015,1228.140015,000,1228.140015
2003-02-03,1234.790039,1234.790039,1234.790039,1234.790039,000,1234.790039
2003-02-04,1217.400024,1217.400024,1217.400024,1217.400024,000,1217.400024
2003-02-05,1211.040039,1211.040039,1211.040039,1211.040039,000,1211.040039
2003-02-06,1203.579956,1203.579956,1203.579956,1203.579956,000,1203.579956
2003-02-07,1191.459961,1191.459961,1191.459961,1191.459961,000,1191.459961
2003-02-10,1200.51001,1200.51001,1200.51001,1200.51001,000,1200.51001
2003-02-11,1190.829956,1190.829956,1190.829956,1190.829956,000,1190.829956
2003-02-12,1176.150024,1176.150024,1176.150024,1176.150024,000,1176.150024
2003-02-13,1174.430054,1174.430054,1174.430054,1174.430054,000,1174.430054
2003-02-14,1199.609985,1199.609985,1199.609985,1199.609985,000,1199.609985
2003-02-18,1223.109985,1223.109985,1223.109985,1223.109985,000,1223.109985
2003-02-19,1214.660034,1214.660034,1214.660034,1214.660034,000,1214.660034
2003-02-20,1203.180054,1203.180054,1203.180054,1203.180054,000,1203.180054
2003-02-21,1219.099976,1219.099976,1219.099976,1219.099976,000,1219.099976
2003-02-24,1196.709961,1196.709961,1196.709961,1196.709961,000,1196.709961
2003-02-25,1205.319946,1205.319946,1205.319946,1205.319946,000,1205.319946
2003-02-26,1189.97998,1189.97998,1189.97998,1189.97998,000,1189.97998
2003-02-27,1204.109985,1204.109985,1204.109985,1204.109985,000,1204.109985
2003-02-28,1209.709961,1209.709961,1209.709961,1209.709961,000,1209.709961
2003-03-03,1200.599976,1200.599976,1200.599976,1200.599976,000,1200.599976
2003-03-04,1182.170044,1182.170044,1182.170044,1182.170044,000,1182.170044
2003-03-05,1193.869995,1193.869995,1193.869995,1193.869995,000,1193.869995
2003-03-06,1182.819946,1182.819946,1182.819946,1182.819946,000,1182.819946
2003-03-07,1192.619995,1192.619995,1192.619995,1192.619995,000,1192.619995
2003-03-10,1161.849976,1161.849976,1161.849976,1161.849976,000,1161.849976
2003-03-11,1152.150024,1152.150024,1152.150024,1152.150024,000,1152.150024
2003-03-12,1157.609985,1157.609985,1157.609985,1157.609985,000,1157.609985
2003-03-13,1197.560059,1197.560059,1197.560059,1197.560059,000,1197.560059
2003-03-14,1199.550049,1199.550049,1199.550049,1199.550049,000,1199.550049
2003-03-17,1242.089966,1242.089966,1242.089966,1242.089966,000,1242.089966
2003-03-18,1247.400024,1247.400024,1247.400024,1247.400024,000,1247.400024
2003-03-19,1258.369995,1258.369995,1258.369995,1258.369995,000,1258.369995
2003-03-20,1260.77002,1260.77002,1260.77002,1260.77002,000,1260.77002
2003-03-21,1289.73999,1289.73999,1289.73999,1289.73999,000,1289.73999
2003-03-24,1244.310059,1244.310059,1244.310059,1244.310059,000,1244.310059
2003-03-25,1259.439941,1259.439941,1259.439941,1259.439941,000,1259.439941
2003-03-26,1252.589966,1252.589966,1252.589966,1252.589966,000,1252.589966
2003-03-27,1250.709961,1250.709961,1250.709961,1250.709961,000,1250.709961
2003-03-28,1243.51001,1243.51001,1243.51001,1243.51001,000,1243.51001
2003-03-31,1221.459961,1221.459961,1221.459961,1221.459961,000,1221.459961
2003-04-01,1236.300049,1236.300049,1236.300049,1236.300049,000,1236.300049
2003-04-02,1268.819946,1268.819946,1268.819946,1268.819946,000,1268.819946
2003-04-03,1262.430054,1262.430054,1262.430054,1262.430054,000,1262.430054
2003-04-04,1265.900024,1265.900024,1265.900024,1265.900024,000,1265.900024
2003-04-07,1267.48999,1267.48999,1267.48999,1267.48999,000,1267.48999
2003-04-08,1265.569946,1265.569946,1265.569946,1265.569946,000,1265.569946
2003-04-09,1247.98999,1247.98999,1247.98999,1247.98999,000,1247.98999
2003-04-10,1256.040039,1256.040039,1256.040039,1256.040039,000,1256.040039
2003-04-11,1251.410034,1251.410034,1251.410034,1251.410034,000,1251.410034
2003-04-14,1275.819946,1275.819946,1275.819946,1275.819946,000,1275.819946
2003-04-15,1283.959961,1283.959961,1283.959961,1283.959961,000,1283.959961
2003-04-16,1268.280029,1268.280029,1268.280029,1268.280029,000,1268.280029
2003-04-17,1287.98999,1287.98999,1287.98999,1287.98999,000,1287.98999
2003-04-21,1285.719971,1285.719971,1285.719971,1285.719971,000,1285.719971
2003-04-22,1313.630005,1313.630005,1313.630005,1313.630005,000,1313.630005
2003-04-23,1324.680054,1324.680054,1324.680054,1324.680054,000,1324.680054
2003-04-24,1313.75,1313.75,1313.75,1313.75,000,1313.75
2003-04-25,1295.569946,1295.569946,1295.569946,1295.569946,000,1295.569946
2003-04-28,1318.849976,1318.849976,1318.849976,1318.849976,000,1318.849976
2003-04-29,1323.26001,1323.26001,1323.26001,1323.26001,000,1323.26001
2003-04-30,1322.069946,1322.069946,1322.069946,1322.069946,000,1322.069946
2003-05-01,1321.390015,1321.390015,1321.390015,1321.390015,000,1321.390015
2003-05-02,1341.280029,1341.280029,1341.280029,1341.280029,000,1341.280029
2003-05-05,1336.23999,1336.23999,1336.23999,1336.23999,000,1336.23999
2003-05-06,1347.540039,1347.540039,1347.540039,1347.540039,000,1347.540039
2003-05-07,1340.869995,1340.869995,1340.869995,1340.869995,000,1340.869995
2003-05-08,1327.420044,1327.420044,1327.420044,1327.420044,000,1327.420044
2003-05-09,1346.680054,1346.680054,1346.680054,1346.680054,000,1346.680054
2003-05-12,1363.609985,1363.609985,1363.609985,1363.609985,000,1363.609985
2003-05-13,1359.73999,1359.73999,1359.73999,1359.73999,000,1359.73999
2003-05-14,1355.76001,1355.76001,1355.76001,1355.76001,000,1355.76001
2003-05-15,1366.589966,1366.589966,1366.589966,1366.589966,000,1366.589966
2003-05-16,1363.319946,1363.319946,1363.319946,1363.319946,000,1363.319946
2003-05-19,1329.380005,1329.380005,1329.380005,1329.380005,000,1329.380005
2003-05-20,1327.869995,1327.869995,1327.869995,1327.869995,000,1327.869995
2003-05-21,1333.329956,1333.329956,1333.329956,1333.329956,000,1333.329956
2003-05-22,1345.530029,1345.530029,1345.530029,1345.530029,000,1345.530029
2003-05-23,1347.48999,1347.48999,1347.48999,1347.48999,000,1347.48999
2003-05-27,1373.859985,1373.859985,1373.859985,1373.859985,000,1373.859985
2003-05-28,1376.579956,1376.579956,1376.579956,1376.579956,000,1376.579956
2003-05-29,1371.51001,1371.51001,1371.51001,1371.51001,000,1371.51001
